state,Date,C_policy_mean,E_policy_mean,H_policy_mean,overall_policy_intensity,policy_intensity_level
South Australia,2021-07-03,2.9762,3.75,4.1389,3.6217,high
South Australia,2021-07-04,2.9762,3.75,4.1389,3.6217,high
South Australia,2021-07-05,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-06,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-07,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-08,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-09,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-10,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-11,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-12,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-13,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-14,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-15,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-16,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-17,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-18,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-19,2.619,3.75,4.1389,3.5026,high
South Australia,2021-07-20,4.7619,3.75,4.5556,4.3558,high
South Australia,2021-07-21,4.7619,3.75,4.5556,4.3558,high
South Australia,2021-07-22,4.7619,3.75,4.5556,4.3558,high
South Australia,2021-07-23,4.7619,3.75,4.5556,4.3558,high
South Australia,2021-07-24,4.7619,3.75,4.5556,4.3558,high
South Australia,2021-07-25,4.7619,3.75,4.5556,4.3558,high
South Australia,2021-07-26,4.7619,3.75,4.5556,4.3558,high
South Australia,2021-07-27,4.7619,3.75,4.5556,4.3558,high
South Australia,2021-07-28,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-07-29,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-07-30,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-07-31,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-01,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-02,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-03,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-04,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-05,2.9762,3.75,4.0694,3.5985,high
South Australia,2021-08-06,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-07,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-08,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-09,2.9762,3.75,4.3472,3.6911,high
South Australia,2021-08-10,2.619,3.75,4.3472,3.5721,high
South Australia,2021-08-11,2.619,3.75,4.3472,3.5721,high
South Australia,2021-08-12,2.619,3.75,4.3472,3.5721,high
South Australia,2021-08-13,2.619,3.75,4.3472,3.5721,high
South Australia,2021-08-14,2.619,3.75,4.3472,3.5721,high
South Australia,2021-08-15,2.619,3.75,4.3472,3.5721,high
South Australia,2021-08-16,2.619,3.75,4.0694,3.4795,high
South Australia,2021-08-17,2.619,3.75,4.0694,3.4795,high
South Australia,2021-08-18,2.619,3.75,4.0694,3.4795,high
South Australia,2021-08-19,2.619,3.75,4.0694,3.4795,high
South Australia,2021-08-20,2.619,3.75,4.0694,3.4795,high
South Australia,2021-08-21,2.619,3.75,4.0694,3.4795,high
South Australia,2021-08-22,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-23,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-24,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-25,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-26,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-27,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-28,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-29,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-30,2.619,3.75,4.2361,3.535,high
South Australia,2021-08-31,2.619,3.75,4.2361,3.535,high
South Australia,2021-09-01,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-02,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-03,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-04,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-05,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-06,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-07,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-08,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-09,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-10,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-11,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-12,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-13,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-14,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-15,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-16,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-17,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-18,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-19,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-20,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-21,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-22,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-23,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-24,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-25,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-26,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-27,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-28,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-29,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-09-30,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-10-01,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-10-02,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-10-03,2.7976,3.75,4.5139,3.6872,high
South Australia,2021-10-04,2.9762,3.75,4.5139,3.7467,high
South Australia,2021-10-05,2.9762,3.75,4.5139,3.7467,high
South Australia,2021-10-06,2.9762,3.75,4.5139,3.7467,high
South Australia,2021-10-07,2.9762,3.75,4.5139,3.7467,high
South Australia,2021-10-08,2.9762,5.0,4.5139,4.1634,high
South Australia,2021-10-09,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-10,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-11,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-12,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-13,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-14,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-15,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-16,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-17,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-18,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-19,2.7976,5.0,4.5139,4.1038,high
South Australia,2021-10-20,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-21,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-22,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-23,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-24,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-25,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-26,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-27,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-28,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-29,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-30,2.619,5.0,4.5139,4.0443,high
South Australia,2021-10-31,2.619,5.0,4.5139,4.0443,high
South Australia,2021-11-01,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-02,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-03,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-04,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-05,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-06,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-07,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-08,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-09,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-10,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-11,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-12,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-13,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-14,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-15,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-16,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-17,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-18,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-19,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-20,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-21,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-22,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-23,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-24,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-25,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-26,2.2619,3.75,4.3056,3.4392,high
South Australia,2021-11-27,2.619,3.75,4.3056,3.5582,high
South Australia,2021-11-28,2.619,3.75,4.3056,3.5582,high
South Australia,2021-11-29,2.619,3.75,4.3056,3.5582,high
South Australia,2021-11-30,2.619,3.75,4.3056,3.5582,high
South Australia,2021-12-01,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-02,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-03,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-04,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-05,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-06,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-07,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-08,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-09,2.619,1.25,4.3056,2.7249,medium
South Australia,2021-12-10,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-11,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-12,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-13,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-14,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-15,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-16,1.9048,1.25,4.3056,2.4868,medium
South Australia,2021-12-17,1.9048,1.25,4.3056,2.4868,medium
South Australia,2021-12-18,1.9048,1.25,4.3056,2.4868,medium
South Australia,2021-12-19,1.9048,1.25,4.3056,2.4868,medium
South Australia,2021-12-20,1.9048,1.25,4.3056,2.4868,medium
South Australia,2021-12-21,1.9048,1.25,4.3056,2.4868,medium
South Australia,2021-12-22,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-23,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-24,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-25,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-26,2.2619,1.25,4.3056,2.6058,medium
South Australia,2021-12-27,2.4405,1.25,4.3056,2.6654,medium
South Australia,2021-12-28,2.4405,1.25,4.3056,2.6654,medium
South Australia,2021-12-29,2.0833,1.25,4.3056,2.5463,medium
South Australia,2021-12-30,2.0833,1.25,4.3056,2.5463,medium
South Australia,2021-12-31,2.0833,1.25,4.3056,2.5463,medium
South Australia,2022-01-01,2.0833,1.25,4.3056,2.5463,medium
South Australia,2022-01-02,2.0833,1.25,4.3056,2.5463,medium
South Australia,2022-01-03,2.0833,1.25,4.3056,2.5463,medium
South Australia,2022-01-04,2.0833,1.25,4.3056,2.5463,medium
South Australia,2022-01-05,2.0833,1.25,4.3056,2.5463,medium
South Australia,2022-01-06,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-07,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-08,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-09,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-10,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-11,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-12,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-13,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-14,2.0833,2.5,4.5139,3.0324,medium
South Australia,2022-01-15,2.0833,2.5,4.5139,3.0324,medium
South Australia,2022-01-16,2.0833,2.5,4.5139,3.0324,medium
South Australia,2022-01-17,2.0833,2.5,4.5139,3.0324,medium
South Australia,2022-01-18,2.0833,2.5,4.5139,3.0324,medium
South Australia,2022-01-19,2.0833,2.5,4.5139,3.0324,medium
South Australia,2022-01-20,2.0833,2.5,4.5139,3.0324,medium
South Australia,2022-01-21,2.0833,2.5,4.5139,3.0324,medium
South Australia,2022-01-22,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-23,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-24,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-25,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-26,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-27,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-28,2.0833,2.5,4.3056,2.963,medium
South Australia,2022-01-29,2.0833,2.5,4.0278,2.8704,medium
South Australia,2022-01-30,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-01-31,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-01,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-02,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-03,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-04,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-05,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-06,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-07,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-08,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-09,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-10,1.7262,2.5,3.6111,2.6124,medium
South Australia,2022-02-11,1.5476,2.5,3.6111,2.5529,medium
South Australia,2022-02-12,1.5476,2.5,3.6111,2.5529,medium
South Australia,2022-02-13,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-14,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-15,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-16,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-17,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-18,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-19,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-20,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-21,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-22,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-23,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-24,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-25,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-26,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-27,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-02-28,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-01,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-02,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-03,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-04,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-05,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-06,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-07,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-08,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-09,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-10,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-11,2.2619,2.5,3.6111,2.791,medium
South Australia,2022-03-12,1.4881,2.5,3.6111,2.5331,medium
South Australia,2022-03-13,1.4881,2.5,3.6111,2.5331,medium
South Australia,2022-03-14,1.4881,2.5,3.6111,2.5331,medium
South Australia,2022-03-15,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-16,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-17,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-18,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-19,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-20,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-21,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-22,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-23,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-24,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-25,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-26,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-27,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-28,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-29,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-30,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-03-31,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-01,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-02,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-03,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-04,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-05,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-06,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-07,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-08,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-09,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-10,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-11,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-12,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-13,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-14,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-15,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-16,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-17,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-18,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-19,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-20,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-21,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-22,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-23,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-24,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-25,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-26,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-27,0.7738,2.5,4.0278,2.4339,medium
South Australia,2022-04-28,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-04-29,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-04-30,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-01,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-02,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-03,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-04,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-05,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-06,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-07,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-08,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-09,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-10,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-11,0.5952,2.5,4.0278,2.3743,medium
South Australia,2022-05-12,0.5952,1.25,4.0278,1.9577,low
South Australia,2022-05-13,0.5952,1.25,4.0278,1.9577,low
South Australia,2022-05-14,0.5952,1.25,4.0278,1.9577,low
South Australia,2022-05-15,0.5952,1.25,4.0278,1.9577,low
South Australia,2022-05-16,0.5952,1.25,4.0278,1.9577,low
South Australia,2022-05-17,0.5952,1.25,4.0278,1.9577,low
South Australia,2022-05-18,0.5952,1.25,4.0278,1.9577,low
South Australia,2022-05-19,0.5952,1.25,4.0278,1.9577,low
South Australia,2022-05-20,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-21,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-22,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-23,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-24,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-25,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-26,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-27,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-28,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-29,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-30,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-05-31,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-06-01,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-06-02,0.4167,1.25,4.0278,1.8982,low
South Australia,2022-06-03,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-04,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-05,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-06,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-07,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-08,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-09,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-10,0.4167,1.25,3.6111,1.7593,low
South Australia,2022-06-11,0.4167,1.25,3.6111,1.7593,low
South Australia,2022-06-12,0.4167,1.25,3.6111,1.7593,low
South Australia,2022-06-13,0.4167,1.25,3.6111,1.7593,low
South Australia,2022-06-14,0.4167,1.25,3.6111,1.7593,low
South Australia,2022-06-15,0.4167,1.25,3.6111,1.7593,low
South Australia,2022-06-16,0.4167,1.25,3.6111,1.7593,low
South Australia,2022-06-17,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-18,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-19,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-20,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-21,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-22,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-23,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-24,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-25,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-26,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-27,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-28,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-29,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-06-30,0.6548,1.25,4.0278,1.9775,low
South Australia,2022-07-01,0.8333,1.25,4.0278,2.037,low
South Australia,2022-07-02,0.8333,1.25,4.0278,2.037,low
South Australia,2022-07-03,0.8333,1.25,4.0278,2.037,low
South Australia,2022-07-04,0.8333,1.25,4.0278,2.037,low
South Australia,2022-07-05,0.8333,1.25,4.0278,2.037,low
South Australia,2022-07-06,0.8333,1.25,4.0278,2.037,low
South Australia,2022-07-07,0.8333,1.25,4.0278,2.037,low
South Australia,2022-07-08,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-09,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-10,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-11,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-12,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-13,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-14,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-15,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-16,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-17,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-18,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-19,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-20,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-21,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-22,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-23,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-24,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-25,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-26,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-27,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-28,0.6548,1.25,4.3056,2.0701,low
South Australia,2022-07-29,0.6548,1.25,3.8889,1.9312,low
South Australia,2022-07-30,0.6548,1.25,3.8889,1.9312,low
South Australia,2022-07-31,0.6548,1.25,3.8889,1.9312,low
South Australia,2022-08-01,0.6548,1.25,3.8889,1.9312,low
South Australia,2022-08-02,0.6548,1.25,3.8889,1.9312,low
South Australia,2022-08-03,0.6548,1.25,3.8889,1.9312,low
South Australia,2022-08-04,0.6548,1.25,3.8889,1.9312,low
South Australia,2022-08-05,0.6548,1.25,3.8889,1.9312,low
South Australia,2022-08-06,0.4167,1.25,3.8889,1.8519,low
South Australia,2022-08-07,0.4167,1.25,3.8889,1.8519,low
South Australia,2022-08-08,0.4167,1.25,3.8889,1.8519,low
South Australia,2022-08-09,0.4167,1.25,3.8889,1.8519,low
South Australia,2022-08-10,0.4167,1.25,3.8889,1.8519,low
South Australia,2022-08-11,0.4167,1.25,3.8889,1.8519,low
South Australia,2022-08-12,0.4167,1.25,3.8889,1.8519,low
South Australia,2022-08-13,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-14,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-15,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-16,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-17,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-18,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-19,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-20,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-21,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-22,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-23,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-24,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-25,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-26,0.7738,1.25,3.8889,1.9709,low
South Australia,2022-08-27,0.4167,1.25,3.8889,1.8519,low
